Country,crawl_date,duration_type,generation_date,rank,book_url,book_title,book_cover_url,published_year,number_of_reads,average_rating,number_of_ratings,author_url
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),26,/book/show/35133922-educated,Educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,2018,3,4.48,479546,https://www.goodreads.com/author/show/16121977.Tara_Westover
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),27,/book/show/34066798-a-gentleman-in-moscow,A Gentleman in Moscow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551480896i/34066798._SY75_.jpg,2016,3,4.35,209977,https://www.goodreads.com/author/show/4536964.Amor_Towles
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),28,/book/show/49552.The_Stranger,The Stranger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349927872i/49552._SY75_.jpg,1942,3,3.98,624515,https://www.goodreads.com/author/show/957894.Albert_Camus
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),29,/book/show/27036419-never-give-up,Never Give Up: Jack Ma In His Own Words,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458172172i/27036419._SY75_.jpg,2016,3,3.65,241,https://www.goodreads.com/author/show/17929772.Jack_Ma
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),30,/book/show/28862.The_Prince,The Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg,1513,3,3.81,233411,https://www.goodreads.com/author/show/16201.Niccol_Machiavelli
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),31,/book/show/11297.Norwegian_Wood,Norwegian Wood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924361i/11297._SY75_.jpg,1987,3,4.03,298060,https://www.goodreads.com/author/show/3354.Haruki_Murakami
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),32,/book/show/4069.Man_s_Search_for_Meaning,Man's Search for Meaning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SY75_.jpg,1946,3,4.36,314955,https://www.goodreads.com/author/show/2782.Viktor_E_Frankl
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),33,/book/show/37903770-norse-mythology,Norse Mythology,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516128292i/37903770._SX50_.jpg,2017,3,4.09,171690,https://www.goodreads.com/author/show/1221698.Neil_Gaiman
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),34,/book/show/40495148-blindness,Blindness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148._SY75_.jpg,1995,3,4.11,173750,https://www.goodreads.com/author/show/1285555.Jos_Saramago
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),35,/book/show/24337781,روسپی‌های نازنین,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575914531i/24337781._SY75_.jpg,2012,3,3.55,31,https://www.goodreads.com/author/show/12083904._
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),36,/book/show/6185.Wuthering_Heights,Wuthering Heights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212715i/6185._SY75_.jpg,1847,3,3.85,1220432,https://www.goodreads.com/author/show/4191.Emily_Bront_
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),37,/book/show/39890002-99-nights-in-logar,99 Nights in Logar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524087339i/39890002._SY75_.jpg,2019,3,3.32,336,https://www.goodreads.com/author/show/17957291.Jamil_Jan_Kochai
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),38,/book/show/38664775-sea-prayer,Sea Prayer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522162108i/38664775._SY75_.jpg,2018,3,4.03,37065,https://www.goodreads.com/author/show/569.Khaled_Hosseini
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),39,/book/show/6296610,روش تحقیق در علوم سیاسی و روابط بین الملل,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png,2001,3,3.77,35,https://www.goodreads.com/author/show/7084706._
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),40,/book/show/15843166-you-are-a-badass,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351539051i/15843166._SX50_.jpg,2013,2,3.96,107869,https://www.goodreads.com/author/show/69641.Jen_Sincero
Afghanistan,December 24 2019,y,(Dec 22 2019 11:30AM),41,/book/show/41721428-can-t-hurt-me,Can't Hurt Me: Master Your Mind and Defy the Odds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536184191i/41721428._SY75_.jpg,2018,2,4.46,25330,https://www.goodreads.com/author/show/17977069.David_Goggins
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),1,/book/show/13496.A_Game_of_Thrones,A Game of Thrones (A Song of Ice and Fire #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY75_.jpg,1996,5,4.45,1840609,https://www.goodreads.com/author/show/346732.George_R_R_Martin
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),2,/book/show/5107.The_Catcher_in_the_Rye,The Catcher in the Rye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300i/5107._SY75_.jpg,1951,4,3.80,2512624,https://www.goodreads.com/author/show/819789.J_D_Salinger
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),3,/book/show/19063.The_Book_Thief,The Book Thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522157426i/19063._SY75_.jpg,2005,4,4.37,1651501,https://www.goodreads.com/author/show/11466.Markus_Zusak
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),4,/book/show/35133922-educated,Educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,2018,4,4.48,479546,https://www.goodreads.com/author/show/16121977.Tara_Westover
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),5,/book/show/256683.City_of_Bones,City of Bones (The Mortal Instruments #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315i/256683._SY75_.jpg,2007,4,4.11,1494243,https://www.goodreads.com/author/show/150038.Cassandra_Clare
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),6,/book/show/38746485-becoming,Becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,2018,4,4.58,333941,https://www.goodreads.com/author/show/2338628.Michelle_Obama
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),7,/book/show/31434883-eleanor-oliphant-is-completely-fine,Eleanor Oliphant is Completely Fine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564647507i/31434883._SY75_.jpg,2017,4,4.31,502159,https://www.goodreads.com/author/show/14558709.Gail_Honeyman
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),8,/book/show/5297.The_Picture_of_Dorian_Gray,The Picture of Dorian Gray,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428i/5297._SY75_.jpg,1890,3,4.07,858824,https://www.goodreads.com/author/show/3565.Oscar_Wilde
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),9,/book/show/18692431-everything-everything,Everything Everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450515891i/18692431._SY75_.jpg,2015,3,4.08,309871,https://www.goodreads.com/author/show/7353006.Nicola_Yoon
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),10,/book/show/42283287-lethal-white,Lethal White (Cormoran Strike #4),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559867637i/42283287._SX50_.jpg,2018,3,4.25,90203,https://www.goodreads.com/author/show/383606.Robert_Galbraith
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),11,/book/show/40389527-the-woman-in-the-window,The Woman in the Window,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528225499i/40389527._SY75_.jpg,2018,3,3.93,312307,https://www.goodreads.com/author/show/7992137.A_J_Finn
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),12,/book/show/22079302-the-peacock-summer,The Peacock Summer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516874048i/22079302._SY75_.jpg,2018,3,4.03,1262,https://www.goodreads.com/author/show/4925561.Hannah_Richell
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),13,/book/show/41154336-the-chestnut-man,The Chestnut Man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550429584i/41154336._SY75_.jpg,2018,3,4.23,11326,https://www.goodreads.com/author/show/6925115.S_ren_Sveistrup
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),14,/book/show/36290948-p-rlfiskaren,Pärlfiskaren,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518166837i/36290948._SX50_.jpg,2017,3,3.83,178,https://www.goodreads.com/author/show/8606346.Karin_Erlandsson
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),15,/book/show/34890015-factfulness,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544963815i/34890015._SY75_.jpg,2018,3,4.37,63798,https://www.goodreads.com/author/show/2790706.Hans_Rosling
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),16,/book/show/18192299-hevneren,Hevneren (Anton Brekke #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377465827i/18192299._SY75_.jpg,2013,2,3.92,187,https://www.goodreads.com/author/show/4534510.Jan_Erik_Fjell
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),17,/book/show/16104565-sjukdomen,Sjukdomen (Torka aldrig tårar utan handskar #2),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351020719i/16104565._SX50_.jpg,2012,2,4.27,2990,https://www.goodreads.com/author/show/330594.Jonas_Gardell
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),18,/book/show/43904587-skamvr-n,Skamvrån (Emma Sköld #7),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550928091i/43904587._SY75_.jpg,2019,2,3.86,338,https://www.goodreads.com/author/show/4824220.Sofie_Sarenbrant
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),19,/book/show/13541056-queen-of-air-and-darkness,Queen of Air and Darkness (The Dark Artifices #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510447136i/13541056._SY75_.jpg,2018,2,4.37,43633,https://www.goodreads.com/author/show/150038.Cassandra_Clare
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),20,/book/show/3636.The_Giver,The Giver (The Giver #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368i/3636._SY75_.jpg,1993,2,4.13,1601470,https://www.goodreads.com/author/show/2493.Lois_Lowry
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),21,/book/show/6746018-the-distant-hours,The Distant Hours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358273860i/6746018._SY75_.jpg,2010,2,3.88,62432,https://www.goodreads.com/author/show/615274.Kate_Morton
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),22,/book/show/25733990-sleeping-giants,Sleeping Giants (Themis Files #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459785141i/25733990._SX50_.jpg,2016,2,3.84,61403,https://www.goodreads.com/author/show/8534434.Sylvain_Neuvel
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),23,/book/show/44451544-f-rr-daren,Förrädaren (Morden i Hudiksvall #5),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552839909i/44451544._SY75_.jpg,2019,2,4.29,35,https://www.goodreads.com/author/show/8588784.Gabriella_Ullberg_Westin
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),24,/book/show/44083394-j-rtecken,Järtecken,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550928445i/44083394._SY75_.jpg,2019,2,3.71,191,https://www.goodreads.com/author/show/4624683.Christoffer_Carlsson
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),25,/book/show/38530939-the-clockmaker-s-daughter,The Clockmaker's Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526476937i/38530939._SY75_.jpg,2018,2,3.73,51443,https://www.goodreads.com/author/show/615274.Kate_Morton
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),26,/book/show/8755776-city-of-lost-souls,City of Lost Souls (The Mortal Instruments #5),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg,2012,2,4.28,388126,https://www.goodreads.com/author/show/150038.Cassandra_Clare
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),27,/book/show/13158800-the-light-between-oceans,The Light Between Oceans,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336683021i/13158800._SY75_.jpg,2012,2,4.02,367338,https://www.goodreads.com/author/show/5755257.M_L_Stedman
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),28,/book/show/19547856-simon-vs-the-homo-sapiens-agenda,Simon vs. the Homo Sapiens Agenda (Creekwood #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856._SY75_.jpg,2015,2,4.32,235027,https://www.goodreads.com/author/show/7579036.Becky_Albertalli
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),29,/book/show/28763485-the-sun-is-also-a-star,The Sun Is Also a Star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459793538i/28763485._SY75_.jpg,2016,2,4.08,142335,https://www.goodreads.com/author/show/7353006.Nicola_Yoon
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),30,/book/show/30295312-the-red-scrolls-of-magic,The Red Scrolls of Magic (The Eldest Curses #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528915777i/30295312._SX50_.jpg,2019,2,4.25,13631,https://www.goodreads.com/author/show/150038.Cassandra_Clare
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),31,/book/show/40535559-suspicious-minds,Suspicious Minds (Stranger Things #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540238761i/40535559._SY75_.jpg,2019,2,3.63,4183,https://www.goodreads.com/author/show/1951011.Gwenda_Bond
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),32,/book/show/11870085-the-fault-in-our-stars,The Fault in Our Stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206420i/11870085._SY75_.jpg,2012,2,4.23,3175092,https://www.goodreads.com/author/show/1406384.John_Green
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),33,/book/show/22609358-the-seven-sisters,The Seven Sisters (The Seven Sisters #1),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472405616i/22609358._SY75_.jpg,2014,2,4.19,26400,https://www.goodreads.com/author/show/4512899.Lucinda_Riley
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),34,/book/show/42416556-vortena,Vortena,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540234544i/42416556._SY75_.jpg,-,2,4.39,1049,https://www.goodreads.com/author/show/17240177.Neven_Iliev
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),35,/book/show/18668059-the-obstacle-is-the-way,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391440316i/18668059._SX50_.jpg,2014,2,4.14,30566,https://www.goodreads.com/author/show/5775580.Ryan_Holiday
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),36,/book/show/38820046-21-lessons-for-the-21st-century,21 Lessons for the 21st Century,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564577305i/38820046._SY75_.jpg,2018,2,4.19,50164,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),37,/book/show/39280445-nine-perfect-strangers,Nine Perfect Strangers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529076901i/39280445._SY75_.jpg,2018,2,3.50,164208,https://www.goodreads.com/author/show/322069.Liane_Moriarty
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),38,/book/show/43680932-life-reset,Life Reset: Hobnobbing (New Era Online Book 3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548493150i/43680932._SY75_.jpg,-,2,4.42,1990,https://www.goodreads.com/author/show/17086985.Shemer_Kuznits
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),39,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281i/5._SY75_.jpg,1999,2,4.56,2466624,https://www.goodreads.com/author/show/1077326.J_K_Rowling
Aland Islands,December 24 2019,y,(Dec 22 2019 11:30AM),40,/book/show/42093501-hj-rnbalans---digital-detox-i-en-uppkopplad-v-rld,Hjärnbalans - Digital detox i en uppkopplad värld,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538200144i/42093501._SX50_.jpg,-,2,3.26,91,https://www.goodreads.com/author/show/6585000.Katarina_Gospic
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),1,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707._SX50_.jpg,2016,68,3.97,366352,https://www.goodreads.com/author/show/8529755.Mark_Manson
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),2,/book/show/40961427-1984,1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506i/40961427._SX50_.jpg,1949,67,4.18,2753233,https://www.goodreads.com/author/show/3706.George_Orwell
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),3,/book/show/38746485-becoming,Becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,2018,60,4.58,333941,https://www.goodreads.com/author/show/2338628.Michelle_Obama
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),4,/book/show/23692271-sapiens,Sapiens: A Brief History of Humankind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420585954i/23692271._SY75_.jpg,2011,55,4.44,325563,https://www.goodreads.com/author/show/395812.Yuval_Noah_Harari
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),5,/book/show/18144590-the-alchemist,The Alchemist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466865542i/18144590._SY75_.jpg,1988,52,3.86,1854318,https://www.goodreads.com/author/show/566.Paulo_Coelho
Albania,December 24 2019,y,(Dec 22 2019 11:30AM),6,/book/show/170448.Animal_Farm,Animal Farm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570i/170448._SY75_.jpg,1945,47,3.93,2457962,https://www.goodreads.com/author/show/3706.George_Orwell
